user_id,user_name,recipe_code,recipe_name,predicted_rating
u_1oKVaXcpN0u6QpaTrWEsZp69OSk,annaf27,3143,Pumpkin Bars,4.9992
u_1oKVaXcpN0u6QpaTrWEsZp69OSk,annaf27,12700,Big Soft Ginger Cookies,4.9991407
u_1oKVZhrnNwRcxmUDVcErr7TGlOt,VictoriaElaine,39581,Homemade Peanut Butter Cups,4.9999995
u_1oKVZhrnNwRcxmUDVcErr7TGlOt,VictoriaElaine,45495,Gluten-Free Banana Bread,4.9999967
u_1oKVZhrnNwRcxmUDVcErr7TGlOt,VictoriaElaine,28058,Shrimp Scampi,4.9999967
u_1oKVZhrnNwRcxmUDVcErr7TGlOt,VictoriaElaine,18345,Simple Au Gratin Potatoes,4.999996
u_1oKVZhrnNwRcxmUDVcErr7TGlOt,VictoriaElaine,17022,Vegetarian Linguine,4.9999933
u_1oKVaXUaGSbQTpOnHc1sxIi557Z,cindihartline,100276,Grilled Huli Huli Chicken,5.0
u_1oKVaXUaGSbQTpOnHc1sxIi557Z,cindihartline,18345,Simple Au Gratin Potatoes,5.0
u_1oKVaXUaGSbQTpOnHc1sxIi557Z,cindihartline,1821,Blueberry French Toast,5.0
u_1oKVaXUaGSbQTpOnHc1sxIi557Z,cindihartline,17022,Vegetarian Linguine,5.0
u_1oKVaXUaGSbQTpOnHc1sxIi557Z,cindihartline,38550,Special Banana Nut Bread,5.0
u_1oKVZUMDcz6fqhcfNkITken7Qof,Amy the Midwife,12003,Traditional Lasagna,4.999594
u_1oKVZUMDcz6fqhcfNkITken7Qof,Amy the Midwife,14299,Creamy White Chili,4.997452
u_1oKVZUMDcz6fqhcfNkITken7Qof,Amy the Midwife,3143,Pumpkin Bars,4.996079
u_1oKVZUMDcz6fqhcfNkITken7Qof,Amy the Midwife,38550,Special Banana Nut Bread,4.994714
u_1oKVZUMDcz6fqhcfNkITken7Qof,Amy the Midwife,7539,Fluffy Pancakes,4.9943295
u_1oKWAnqYaa1sJNDoGW8RjJovT93,Sunshinebakerpa,12003,Traditional Lasagna,4.9999194
u_1oKWAnqYaa1sJNDoGW8RjJovT93,Sunshinebakerpa,39581,Homemade Peanut Butter Cups,4.999825
u_1oKWAnqYaa1sJNDoGW8RjJovT93,Sunshinebakerpa,35766,Cheeseburger Paradise Soup,4.999416
u_1oKWAnqYaa1sJNDoGW8RjJovT93,Sunshinebakerpa,14299,Creamy White Chili,4.9980607
u_1oKWAnqYaa1sJNDoGW8RjJovT93,Sunshinebakerpa,957,Sandy’s Chocolate Cake,4.9974403
u_1oKVZoIOMWJ2j7TA7py2BIbf1mm,mjlouk,12003,Traditional Lasagna,4.9999285
u_1oKVZoIOMWJ2j7TA7py2BIbf1mm,mjlouk,28058,Shrimp Scampi,4.9999104
u_1oKVZoIOMWJ2j7TA7py2BIbf1mm,mjlouk,7708,Basic Banana Muffins,4.9998765
u_1oKVZoIOMWJ2j7TA7py2BIbf1mm,mjlouk,17022,Vegetarian Linguine,4.9998665
u_1oKVZoIOMWJ2j7TA7py2BIbf1mm,mjlouk,45495,Gluten-Free Banana Bread,4.9998326
u_1oKVcHCoAqJ0FSbm96rqbLctpke,Aug-95,12003,Traditional Lasagna,5.0
u_1oKVcHCoAqJ0FSbm96rqbLctpke,Aug-95,28058,Shrimp Scampi,5.0
u_1oKVcHCoAqJ0FSbm96rqbLctpke,Aug-95,39581,Homemade Peanut Butter Cups,4.9999995
u_1oKVcHCoAqJ0FSbm96rqbLctpke,Aug-95,45495,Gluten-Free Banana Bread,4.999998
u_1oKVcHCoAqJ0FSbm96rqbLctpke,Aug-95,12700,Big Soft Ginger Cookies,4.999998
u_1oKVZrsL1wk4KPtOJ5My718YJcV,KristineChayes,39581,Homemade Peanut Butter Cups,5.0
u_1oKVZrsL1wk4KPtOJ5My718YJcV,KristineChayes,17022,Vegetarian Linguine,5.0
u_1oKVZrsL1wk4KPtOJ5My718YJcV,KristineChayes,28058,Shrimp Scampi,4.9999995
u_1oKVZrsL1wk4KPtOJ5My718YJcV,KristineChayes,7708,Basic Banana Muffins,4.999999
u_1oKVZrsL1wk4KPtOJ5My718YJcV,KristineChayes,18345,Simple Au Gratin Potatoes,4.999999
u_1oKVcBeTuVU3tWIjoTy7LIH8Dho,swinny,14299,Creamy White Chili,5.0
u_1oKVcBeTuVU3tWIjoTy7LIH8Dho,swinny,35766,Cheeseburger Paradise Soup,5.0
u_1oKVcBeTuVU3tWIjoTy7LIH8Dho,swinny,39581,Homemade Peanut Butter Cups,5.0
u_1oKVcBeTuVU3tWIjoTy7LIH8Dho,swinny,28058,Shrimp Scampi,5.0
u_1oKVcBeTuVU3tWIjoTy7LIH8Dho,swinny,12700,Big Soft Ginger Cookies,5.0
u_1oKW52plcbIyxpyFLgas9l2HjmM,Grace1018,39581,Homemade Peanut Butter Cups,4.999941
u_1oKW52plcbIyxpyFLgas9l2HjmM,Grace1018,14299,Creamy White Chili,4.999904
u_1oKW52plcbIyxpyFLgas9l2HjmM,Grace1018,35766,Cheeseburger Paradise Soup,4.9998446
u_1oKW52plcbIyxpyFLgas9l2HjmM,Grace1018,28058,Shrimp Scampi,4.999764
u_1oKW52plcbIyxpyFLgas9l2HjmM,Grace1018,17022,Vegetarian Linguine,4.999197
u_1oKVanu3z4yEOftvPhDycfFqHv8,dvierzen,39581,Homemade Peanut Butter Cups,4.9999933
u_1oKVanu3z4yEOftvPhDycfFqHv8,dvierzen,28058,Shrimp Scampi,4.999991
u_1oKVanu3z4yEOftvPhDycfFqHv8,dvierzen,35766,Cheeseburger Paradise Soup,4.9999895
u_1oKVanu3z4yEOftvPhDycfFqHv8,dvierzen,12003,Traditional Lasagna,4.9999886
u_1oKVanu3z4yEOftvPhDycfFqHv8,dvierzen,3143,Pumpkin Bars,4.999988
u_1oKW1uHioW87EwnYyR5QpKXLnRt,grjen,12003,Traditional Lasagna,4.9997296
u_1oKW1uHioW87EwnYyR5QpKXLnRt,grjen,12700,Big Soft Ginger Cookies,4.989663
u_1oKW1uHioW87EwnYyR5QpKXLnRt,grjen,3309,Best Ever Banana Bread,4.9747486
u_1oKW1uHioW87EwnYyR5QpKXLnRt,grjen,957,Sandy’s Chocolate Cake,4.953437
u_1oKW1uHioW87EwnYyR5QpKXLnRt,grjen,18345,Simple Au Gratin Potatoes,4.945636
u_1oKVblcBcRzRxmmRkdaB0bk0nOH,angieact1,39581,Homemade Peanut Butter Cups,4.999998
u_1oKVblcBcRzRxmmRkdaB0bk0nOH,angieact1,28058,Shrimp Scampi,4.999994
u_1oKVblcBcRzRxmmRkdaB0bk0nOH,angieact1,12003,Traditional Lasagna,4.999985
u_1oKVblcBcRzRxmmRkdaB0bk0nOH,angieact1,35766,Cheeseburger Paradise Soup,4.999985
u_1oKVblcBcRzRxmmRkdaB0bk0nOH,angieact1,14299,Creamy White Chili,4.999972
u_1oKVZvePpcZFKcyGItpwrVG5uuq,parksville,12003,Traditional Lasagna,4.9998913
u_1oKVZvePpcZFKcyGItpwrVG5uuq,parksville,3143,Pumpkin Bars,4.9960175
u_1oKVZvePpcZFKcyGItpwrVG5uuq,parksville,12700,Big Soft Ginger Cookies,4.9927053
u_1oKVZvePpcZFKcyGItpwrVG5uuq,parksville,33457,Chunky Apple Cake,4.992032
u_1oKVZvePpcZFKcyGItpwrVG5uuq,parksville,28058,Shrimp Scampi,4.987058
u_1oKVnDTBynh3GZL5KCHHy0oVJ2e,christycincy,12003,Traditional Lasagna,4.9999948
u_1oKVnDTBynh3GZL5KCHHy0oVJ2e,christycincy,18345,Simple Au Gratin Potatoes,4.9999886
u_1oKVnDTBynh3GZL5KCHHy0oVJ2e,christycincy,39581,Homemade Peanut Butter Cups,4.999983
u_1oKVnDTBynh3GZL5KCHHy0oVJ2e,christycincy,28058,Shrimp Scampi,4.9999704
u_1oKVnDTBynh3GZL5KCHHy0oVJ2e,christycincy,12700,Big Soft Ginger Cookies,4.999862
u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,39581,Homemade Peanut Butter Cups,5.0
u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,12003,Traditional Lasagna,5.0
u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,28058,Shrimp Scampi,4.9999995
u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,18345,Simple Au Gratin Potatoes,4.9999995
u_1oKVqngNLArIgGlhzsWg4bc2s2n,daisey5,35766,Cheeseburger Paradise Soup,4.999999
u_1oKVaBrjqaji1sAZvZT8bQa9RG0,cbachtel,39581,Homemade Peanut Butter Cups,4.9999995
u_1oKVaBrjqaji1sAZvZT8bQa9RG0,cbachtel,18345,Simple Au Gratin Potatoes,4.999997
u_1oKVaBrjqaji1sAZvZT8bQa9RG0,cbachtel,28058,Shrimp Scampi,4.9999957
u_1oKVaBrjqaji1sAZvZT8bQa9RG0,cbachtel,45495,Gluten-Free Banana Bread,4.999995
u_1oKVaBrjqaji1sAZvZT8bQa9RG0,cbachtel,35766,Cheeseburger Paradise Soup,4.999995
u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,12003,Traditional Lasagna,4.9999995
u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,39581,Homemade Peanut Butter Cups,4.9999967
u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,28058,Shrimp Scampi,4.9999948
u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,35766,Cheeseburger Paradise Soup,4.9999914
u_1oKVaxGEYZdECwHjUKnbsA2bgVW,DawnLockhart,17022,Vegetarian Linguine,4.999986
u_1oKVeq2rJ0OLIv0bTI2TdXZUSxi,kshea,39581,Homemade Peanut Butter Cups,4.9999986
u_1oKVeq2rJ0OLIv0bTI2TdXZUSxi,kshea,35766,Cheeseburger Paradise Soup,4.999988
u_1oKVeq2rJ0OLIv0bTI2TdXZUSxi,kshea,12003,Traditional Lasagna,4.9999876
u_1oKVeq2rJ0OLIv0bTI2TdXZUSxi,kshea,17022,Vegetarian Linguine,4.9999814
u_1oKVeq2rJ0OLIv0bTI2TdXZUSxi,kshea,28058,Shrimp Scampi,4.99997
u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,39581,Homemade Peanut Butter Cups,5.0
u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,28058,Shrimp Scampi,4.9999995
u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,35766,Cheeseburger Paradise Soup,4.999999
u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,17022,Vegetarian Linguine,4.9999986
u_1oKW9YK3Oqs76znJ051Lt8zISz8,agnes24,45495,Gluten-Free Banana Bread,4.9999986
u_1oKVtAg0t7NPnABB18oDt4EaTt6,macaroni girl,12003,Traditional Lasagna,5.0
u_1oKVtAg0t7NPnABB18oDt4EaTt6,macaroni girl,28058,Shrimp Scampi,4.999998
u_1oKVtAg0t7NPnABB18oDt4EaTt6,macaroni girl,39581,Homemade Peanut Butter Cups,4.999995
u_1oKVtAg0t7NPnABB18oDt4EaTt6,macaroni girl,12700,Big Soft Ginger Cookies,4.999995
u_1oKVtAg0t7NPnABB18oDt4EaTt6,macaroni girl,18345,Simple Au Gratin Potatoes,4.9999886
u_1oKVlVN5Xtktc5Dc20w7SEmJLsz,puppypal81,28058,Shrimp Scampi,5.0
u_1oKVlVN5Xtktc5Dc20w7SEmJLsz,puppypal81,17022,Vegetarian Linguine,5.0
u_1oKVlVN5Xtktc5Dc20w7SEmJLsz,puppypal81,39581,Homemade Peanut Butter Cups,5.0
u_1oKVlVN5Xtktc5Dc20w7SEmJLsz,puppypal81,45495,Gluten-Free Banana Bread,5.0
u_1oKVlVN5Xtktc5Dc20w7SEmJLsz,puppypal81,18345,Simple Au Gratin Potatoes,5.0
u_1oKVaTPSHgkIpRiGEFaahLqvK69,ekatiakarpova,35766,Cheeseburger Paradise Soup,4.999996
u_1oKVaTPSHgkIpRiGEFaahLqvK69,ekatiakarpova,39581,Homemade Peanut Butter Cups,4.999995
u_1oKVaTPSHgkIpRiGEFaahLqvK69,ekatiakarpova,7708,Basic Banana Muffins,4.999983
u_1oKVaTPSHgkIpRiGEFaahLqvK69,ekatiakarpova,17022,Vegetarian Linguine,4.999979
u_1oKVaTPSHgkIpRiGEFaahLqvK69,ekatiakarpova,14299,Creamy White Chili,4.9999733
u_1oKVa0hThBjc7ljLGxKqdbodLiC,khegeman,12700,Big Soft Ginger Cookies,4.9978456
u_1oKVa0hThBjc7ljLGxKqdbodLiC,khegeman,18345,Simple Au Gratin Potatoes,4.996655
u_1oKVa0hThBjc7ljLGxKqdbodLiC,khegeman,12003,Traditional Lasagna,4.995465
u_1oKVa0hThBjc7ljLGxKqdbodLiC,khegeman,2912,Zucchini Pizza Casserole,4.993037
u_1oKVa0hThBjc7ljLGxKqdbodLiC,khegeman,39581,Homemade Peanut Butter Cups,4.9928193
u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,12003,Traditional Lasagna,4.999999
u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,28058,Shrimp Scampi,4.9998717
u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,12700,Big Soft Ginger Cookies,4.9997067
u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,957,Sandy’s Chocolate Cake,4.9994545
u_1oKVadLzyQUPDTrtCNQIMn8QJTk,Hannah0418,18345,Simple Au Gratin Potatoes,4.9991217
u_1oKVeQ7jplcv6S5Ln6MAR8CNjF3,blhenn,12003,Traditional Lasagna,4.999762
u_1oKVeQ7jplcv6S5Ln6MAR8CNjF3,blhenn,39581,Homemade Peanut Butter Cups,4.999351
u_1oKVeQ7jplcv6S5Ln6MAR8CNjF3,blhenn,28058,Shrimp Scampi,4.99891
u_1oKVeQ7jplcv6S5Ln6MAR8CNjF3,blhenn,3143,Pumpkin Bars,4.9979367
u_1oKVeQ7jplcv6S5Ln6MAR8CNjF3,blhenn,17022,Vegetarian Linguine,4.9966593
u_1oKVZmYPulmUFbvGiBA8U3uRR6D,justmbeth,14299,Creamy White Chili,5.0
u_1oKVZmYPulmUFbvGiBA8U3uRR6D,justmbeth,12003,Traditional Lasagna,5.0
u_1oKVZmYPulmUFbvGiBA8U3uRR6D,justmbeth,17022,Vegetarian Linguine,5.0
u_1oKVZmYPulmUFbvGiBA8U3uRR6D,justmbeth,35766,Cheeseburger Paradise Soup,5.0
u_1oKVZmYPulmUFbvGiBA8U3uRR6D,justmbeth,26937,Pineapple Pudding Cake,5.0
u_1oKZWJjk11G6KpWFgNdzoFFPz3k,Grandmanonna,39581,Homemade Peanut Butter Cups,4.999991
u_1oKZWJjk11G6KpWFgNdzoFFPz3k,Grandmanonna,12003,Traditional Lasagna,4.999988
u_1oKZWJjk11G6KpWFgNdzoFFPz3k,Grandmanonna,28058,Shrimp Scampi,4.999985
u_1oKZWJjk11G6KpWFgNdzoFFPz3k,Grandmanonna,18345,Simple Au Gratin Potatoes,4.99996
u_1oKZWJjk11G6KpWFgNdzoFFPz3k,Grandmanonna,45495,Gluten-Free Banana Bread,4.999958
u_1oKVaQvHrOztRpr4JVZNoUJKeRP,BrytEyz,12003,Traditional Lasagna,4.999995
u_1oKVaQvHrOztRpr4JVZNoUJKeRP,BrytEyz,39581,Homemade Peanut Butter Cups,4.9999914
u_1oKVaQvHrOztRpr4JVZNoUJKeRP,BrytEyz,28058,Shrimp Scampi,4.999981
u_1oKVaQvHrOztRpr4JVZNoUJKeRP,BrytEyz,17022,Vegetarian Linguine,4.9999666
u_1oKVaQvHrOztRpr4JVZNoUJKeRP,BrytEyz,45495,Gluten-Free Banana Bread,4.9999013
u_1oKVfvobNgMQkN94ESLJysmOpYa,Jessica2783,12003,Traditional Lasagna,4.999756
u_1oKVfvobNgMQkN94ESLJysmOpYa,Jessica2783,18345,Simple Au Gratin Potatoes,4.9868784
u_1oKVfvobNgMQkN94ESLJysmOpYa,Jessica2783,28058,Shrimp Scampi,4.9790382
u_1oKVfvobNgMQkN94ESLJysmOpYa,Jessica2783,3143,Pumpkin Bars,4.9714017
u_1oKVfvobNgMQkN94ESLJysmOpYa,Jessica2783,12700,Big Soft Ginger Cookies,4.9654694
u_1oKVbmHDCK2MBpqtv6GB3529Nw7,maggieaw,39581,Homemade Peanut Butter Cups,4.999998
