"","error_user","error_item"
"488",-1,0
"489",0,1
"490",-0.760645707947226,0
"491",-0.760645707947226,0
"492",0.239354292052774,1
"493",-1.15823500433084,-0.333293568570778
"494",-1.15823500433084,-0.532566203757737
"495",-1.15823500433084,-1.09116879619446
"496",0.493476610609639,1.92227357501903
"497",-1.50652338939036,-0.291308806807724
"498",-0.553205874136156,0.136587124144527
"499",-1.33825686238272,-0.852160635952797
"500",-0.338256862382718,-0.555594302198116
"501",-0.338256862382718,-0.621749152985756
"502",1.60128278042417,1.20975528860695
"503",-0.398717219575834,-1.59861992207167
"504",-0.398717219575834,0
"505",-0.889638399872458,0
"506",-0.889638399872458,0
"507",0.110361600127542,-1
"508",0.45613248751475,0.371850966640119
"509",-0.54386751248525,0
"510",0.45613248751475,0.272898238288723
"511",-0.491565219957113,-1
"512",1.50843478004289,1
"513",-0.491565219957113,-1
"514",0,1
"515",-1,0
"516",-1,0
"517",-1,0
"518",-1,0
"519",-1,0
"520",-1,0
"521",4,5
"522",-1,0
"523",-1.44735166559237,-1.72612638444222
"524",0.552648334407628,1.55805653803477
"525",-1.44735166559237,-1.46575178933978
"526",-1,0
"527",-1,0
"528",-1,0
"529",-1,0
"530",-1,0
"531",-1,0
"532",4,5
"533",4,5
"534",-1,0
"535",-1.65642573251709,-0.33313240360762
"536",-0.656425732517085,0.812162038770401
"537",-0.656425732517085,0.832658628613663
"538",-1,0
"539",-1,0
"540",4,5
"541",-1.65912108462047,-1.2984536304583
"542",-1.65912108462047,-0.480573589393402
"543",-1.65912108462047,-2.19886297252314
"544",-1,0
"545",-1,0
"546",-1,0
"547",-0.579593445833559,-0.827924867163648
"548",-0.579593445833559,-0.435502742989189
"549",-0.579593445833559,-0.3769952063638
"550",-1,0
"551",-1,0
"552",-1,0
"553",-1.15018503309083,-1
"554",-0.150185033090827,0.991175725680629
"555",-0.150185033090827,0.748708314137169
"556",-0.850254211929799,8.88178419700125e-16
"557",-0.950549811068539,-0.46366807683157
"558",-0.950549811068539,-0.415810828440493
"559",-1.68327733657155,-0.188326117021526
"560",-0.683277336571552,0.999999999999999
"561",-1.68327733657155,-0.36279099548635
"562",-1,0
"563",-1,0
"564",-1,0
"565",-1,0
"566",-1,0
"567",-1,0
"568",-0.863897743511577,0
"569",-0.863897743511577,8.88178419700125e-16
"570",-1.03576563522712,-0.0435828925446575
"571",-1,0
"572",-1,0
"573",-1,8.88178419700125e-16
"574",-1,0
"575",-1,0
"576",-1,0
"577",-1,0
"578",-1,0
"579",-1,0
"580",-0.433713214980637,-1.66193879483139
"581",-0.433713214980637,8.88178419700125e-16
"582",-0.433713214980637,-0.377710389267334
"583",-0.9,0.822838746069315
"584",-0.9,0.392167633388534
"585",-0.9,0
"586",-0.525925535613474,0
"587",-0.595550768724613,-0.0248992167917921
"588",-0.595550768724613,-0.370568446014206
"589",-1,0
"590",-1,0
"591",-1,0
"592",-0.723680553936823,-0.25480588940008
"593",-0.723680553936823,-0.238036611707427
"594",-0.723680553936823,-0.238134770993396
"595",-1,0
"596",-1,0
"597",0,1
"598",-0.499043188588534,-0.292530705717041
"599",-0.565585189820302,-0.447984452496678
"600",-0.565585189820302,-0.220352260519071
"601",-1,0
"602",-1,0
"603",-1,0
"604",-1,0
"605",-1,0
"606",0,1
"607",-0.421014312741465,0
"608",0.578985687258535,1
"609",-0.421014312741465,-1
"610",-1.59090909090909,-1.0158778931722
"611",-1.59090909090909,-0.871003035215695
"612",-1.59090909090909,-1.43563763812651
"613",-0.880892389557455,-0.239369739893434
"614",-1.15212306782695,-0.159601671685332
"615",1.84787693217305,1.31276791558401
"616",-1,0
"617",-1,0
"618",-1,0
"619",-1,0
"620",-1,0
"621",-1,0
"622",-0.439800395815899,0
"623",-0.490412895160167,-1
"624",-0.490412895160167,-1
"625",-0.793391342233254,-0.159116441849629
"626",0.163259792780059,0.645885189255961
"627",0.163259792780059,0.805769115131993
"628",-1,0
"629",0,1
"630",-1,0
"631",-1,0
"632",-1,8.88178419700125e-16
"633",-1,-8.88178419700125e-16
"634",-1.26903850536855,-0.591627029472802
"635",-1.26903850536855,-0.866923013921019
"636",-1.26903850536855,-0.385882551957063
"637",-0.399395535170917,-2
"638",-1.39939553517092,0
"639",-1.39939553517092,0
"640",-1,0
"641",-1,0
"642",-1,0
"643",-0.402410948926081,0
"644",-0.402410948926081,-1
"645",2.59758905107392,2
"646",-0.51381076754438,-0.920232608981536
"647",-0.557942363949511,-2.02188660775382
"648",-0.578816931315972,-1.96836964511476
"649",-1,-8.88178419700125e-16
"650",-1,0
"651",-1,0
"652",-1,0
"653",-1,0
"654",-1,0
"655",-1,0
"656",0,1
"657",0,1
"658",-1,0
"659",-1,0
"660",-1,0
"661",0.103384960611735,1
"662",0.973419078123383,1.8561138103415
"663",-1.04802677494143,-0.0657322536389495
"664",-1,0
"665",-1,-8.88178419700125e-16
"666",-1,0
"667",-1,0
"668",-1,0
"669",-1,0
"670",-1.13304942159926,-1
"671",-0.133049421599255,0
"672",-1.13304942159926,0
"673",0.55580605102242,0.721483677502943
"674",-0.44419394897758,-0.692436471636097
"675",-0.44419394897758,-0.655441994841885
"676",-1,0
"677",-1,0
"678",-1,0
"679",-1,-1
"680",-1,-1
"681",-1,-1
"682",-0.248180490763011,1
"683",-0.248180490763011,1
"684",-0.248180490763011,-1
"685",-1,0
"686",-1,0
"687",-1,0
"688",-1,0
"689",-1,0
"690",-1,0
"691",-1,-8.88178419700125e-16
"692",0,1
"693",-1,-8.88178419700125e-16
"694",-1,0
"695",-1,0
"696",0,1
"697",-1.06014402383985,-2.40783825808122
"698",3.93985597616015,3.83921624386242
"699",-1.06014402383985,-0.811736490076117
"700",-1,0
"701",0,1
"702",-1,0
